,review_comment_message,review_creation_year,review_score,review_type
774,bom,2018,5,positive
775,Boa qualidade e preço.,2017,5,positive
780,Sempre entrega antes do prazo.,2017,5,positive
784,muito bom.super recomendo.entrega sempre certa.,2018,5,positive
785,"Boas Pessoal, a atendente da lannister foi muito atenciosa porém a loja que deveria ter me entregado o produto cancelou a comprar ??? O que será que aconteceu ???",2017,3,neutral
787,Entregue antes do prazo! Produto perfeito!,2018,5,positive
789,"Recomendo para todos, não tive problema nenhum, mercadoria e prazo ótimos.",2018,5,positive
790,Gostei de ter comprado nesta loja. Atendimento perfeito.,2017,5,positive
793,"Comprei uma cadeira, recebi no prazo, porém a cadeira veio quebrada na parte inferior. Poderiam ter um maior cuidado na embalagem.",2017,3,neutral
794,Sempre compro e sempre recebo o produto certo no prazo ou antes do prazo,2018,5,positive
796,ENTREGA MUITO RAPIDA ,2018,5,positive
800,O produto foi entregue bem antes do prazo.adorei,2017,5,positive
802,Ainda nao instalei mais gostei muito,2018,5,positive
804,Bom produto. Entrega rápida. Recomendo,2018,5,positive
806,Produto recebido no prazo e em perfeitas condições.,2017,5,positive
807,muito bom,2018,5,positive
810,"Recebi outra boneca, quero devolver e não consigo contato! Jamais compraria novamente dessa loja! ",2017,1,negative
811,"ótima compra
mas o frete nao compensa,pesa no orçamento.
devia ter frete grates
",2017,3,neutral
812,N/a,2017,5,positive
813,"O produto chegou como eu imaginava,por enquanto estou gostando
",2018,4,positive
816,Ótima rápida na entrega OBRIGADO ,2018,5,positive
818,Penso que deveria haver um modo de se comunicar com a empresa caso acontecesse de encomenda não ser entregue ,2018,2,negative
819,"Produto bom, prazo bom...",2017,5,positive
821,Muito bom. Já é o segundo objeto que compro e recebi sem problema nenhum ,2017,5,positive
823,Bonito e de boa qualidade. Adorei ,2017,5,positive
826,O produto chegou antes do prazo. ,2018,5,positive
833,"Boa noite , não gostei pois nunca conseguimos falar com vcs pelo telefone
",2017,1,negative
834,Vendedor compromisso do vou o cliente,2017,5,positive
837,"O produto não atendeu minhas espectativas, pois os potinhos são dificeis de abrir e fechar e a bandeja onde vai os potinhos veio com pontos de ferrugem",2017,3,neutral
842,Muito satisfeito entrega super rápida.. Show ..parabéns.. eu vacilei e comprei um celular nas casas Bahia tem quase um mês e não entregaram.. ,2017,5,positive
846,ótimo,2017,5,positive
847,Tudo cento e no prazo recomento,2017,5,positive
849,Não recebi o jogo na cor tabaco. Só o vermelho. ,2017,1,negative
851,"Nao foi entregue na minha casa , por isso nao gostei , nao tenho tempo de esta indo nos correios..",2017,1,negative
853,Compra perfeita. ,2017,5,positive
859,O produto veio estragado,2017,1,negative
862,"Minha mercadoria não foi entregue , já paguei a primeira fatura quero cancelar a compra pois paguei o frete e não recebi a mercadoria.
",2018,1,negative
863,PRODUTO JA CHEGOU COM DEFEITO NÃO FUCIONOU CONFORME MINHA NECESSIDADE DE USO. INFELIZMENTE ULTIMA COMPRA MINHA TOTALMENTE INSATISFEITO.,2018,1,negative
866,"Recebi apenas 1 caixa com 100 unidades, e pedi 2 caixas. ",2018,3,neutral
869,COMPREI DOIS PENDENTES SÓ CHEGOU UM. PRECISO SABER O QUE FOI QUE HOUVE?,2017,1,negative
870,"Recomendo esta loja entrega direitinho
",2018,4,positive
871,"Tudo conforme e entrega muito rápida!!!! Que pena que não verifiquei a cor, pois era preta e precisava de cinza. Outro ponto que tive que lixar pouco para funcionar, mas nada demais.",2018,4,positive
874,Entrega rapida e correta,2017,5,positive
875,Produto de fácil montagem e atende perfeitamente ao propósito para otimizar espaço.,2018,4,positive
878,Produto veio com amassados e também não está funcionando corretamente.,2018,1,negative
879,Gostei do produto,2018,4,positive
882,Produto de ótima qualidade,2018,5,positive
885,Estou esperando há mais de vinte dias e ainda não recebi meu produto e não consigo nenhuma informação. ,2018,1,negative
888,Estou aguardando posição da empresa para fazer a devolução do produto.,2017,1,negative
892,fornecedor não enviou o produto correto. solicitei o sabor chocolate e me foi enviado outro sabor.,2018,1,negative
893,Recomendo está loja.,2018,5,positive
896,Ótimo produto. ,2017,5,positive
898,Excelente,2018,5,positive
900,"Continuem assim, com essa responsabilidade com o consumidor, tanto no produto, quanto no prazo de entrega. Primeira vez que compro e vou comprar muitas. Obrigado.",2018,5,positive
901,"Adorei. Moderno, bonito, meu cantinho do café vai ficar top",2017,5,positive
902,"bom , foi o que esperava.",2018,4,positive
903,"Tudo correu como combinado, nada a reclamar.",2017,4,positive
907,"De fácil manuseio, até o presente atende as expectativas. ",2018,4,positive
908,Relógio lindo entrega antes do prazo,2018,5,positive
912,Veio conforme o anunciado simples mais bonita. ,2018,4,positive
914,Produto condiz com o anúncio ,2018,5,positive
915,O produto ainda não chegou,2018,1,negative
916,satisfeito eu recomendo,2017,4,positive
919,"Amei, chegou rapidinho, ainda vou testa-lo.Obrigado!!",2017,5,positive
922,Gostei muito do que comprei com vcs muito obrigada breve farei outras compras vanda,2017,5,positive
924,Ainda não recebi o produto...,2018,1,negative
925,"Recebi, a bolsa é diferente mas gostei estava previsto pra 31 de janeiro estava achando muito tempo porque é pra escola e estou aguardando o vale compra da primeira compra da bolsa que não deu certo ",2018,4,positive
927,"Recebi o produto que queria e antes do prazo combinado, muito bom, recomendo com certeza.",2017,5,positive
929,"Na propaganda está escrito Mixer elétrico e veio um portátil que eu tenho três que quebrou por isso eu queria um elétrico, vocês devem especificar melhor os produtos ",2017,3,neutral
933,Produto entregue antes do prazo combinado. Não é a primeira vez que compro pelo site Lojas lannister e recomendo tal empresa pela seriedade no trato com os clientes.,2018,5,positive
934,Comprei 2 produtos so mandaram 1 e n mim deram nenhuma justificativa ! ,2018,1,negative
938,Agradeço muito bom.,2018,4,positive
939,*******************,2017,4,positive
940,Dentro do previsto,2017,5,positive
943,Recebi antes do prazo estimado.,2018,5,positive
944,Só imaginei que fosse maior a boneca. Mais é legal ,2018,5,positive
945,"Tive problema na entrega, pois não tinha ninguém em casa para receber a mercadoria no horário que passaram.",2017,2,negative
948,"Atenciosos,ligam para dar acompanhamento. Bom prazo de validade. Demorou de chegar. Agora é verificar a qualidade do produto.",2017,5,positive
950,Muito eficiente entregou bem rápido eu recomendo,2018,5,positive
952,Muito lindo o Relógio!,2017,3,neutral
954,Otimo produto e entrega no prazo,2018,5,positive
955,"Chegou antes da data do prazo, porem vazou um pouco do produto! ",2017,4,positive
967,"Sempre que compro com vocês meus itens chega em perfeito estado....
",2017,5,positive
968,Produto entregue antes do prazo em ótimo estado.,2018,5,positive
969,Muito bom.,2018,3,neutral
971,Entrega super rápida. Produto de ótima qualidade. Recomendo.,2017,5,positive
974,"Produto lindo, ótimo",2017,5,positive
979,excelente,2018,5,positive
980,"Esperava mais, as toalhas poderiam ser mais grossas.",2017,3,neutral
981,Entrega uma dia antes do previsto,2018,4,positive
982,"Demora um pouco pra esquentar, mesmo na potência máxima 5. Mas atende bem. Nos rimeiros dias de uso tem um cheiro meio que borracha queimada, mas passa... recomendo pela praticidade e custo/benefício.",2017,4,positive
984,"Foi entregue bem embalado.
Entrega rapido comforme prometido
Comforme a imagem.",2018,5,positive
986,Tudo ocorreu de forma eficiente,2017,5,positive
987,O produto chegou antes do prazo e em perfeitas condições. ,2017,5,positive
992,"O produto não corresponde ao que eu comprei, a película é muito menor que a tela do celular e não cobre toda a tela.",2018,2,negative
993,"produto conforme anunciado, e veio antes do prazo...perfeito",2017,5,positive
994,Produto bom e entregue antes do previsto.,2018,4,positive
995,"Ainda não usei em nenhuma viagem, mas parece ser muito boa.",2018,4,positive
997,O produto foi encaminhado para cidade de destino no dia 31/03 e até o momento não recebi.,2018,1,negative
1001,Recomendo,2017,5,positive
1002,Produto não foi entregue!,2018,1,negative
1003,Simplesmente não recebi meu produto e nao tenho um posicionamento decente do que acontecerá.,2018,1,negative
1004,"Não recebi o braço de ducha com desviador, somente a ducha 20x20 com braço de 30cm.",2018,1,negative
1005,Adoro comprar nas lojas lannister,2018,4,positive
1008,"Entrega muito rápido, e produto excelente ",2017,5,positive
1009,Ótimo ,2017,5,positive
1010,"O produto pode estar com mal funcionamento.
Ou o meu telefone não está conseguindo fazer a leitura.",2018,1,negative
1016,Produto entregue,2018,5,positive
1017,Loja sem vergonha. Não entregaram o pedido e tiveram a descaração de duErem que eu o cancelei. Porcaria de vendedor. stark escolheu muito mal o seu paeceiro.,2017,1,negative
1019,"Muito bom
",2018,5,positive
1020,Recebi o produto que eh falso quero meu dinheiro de volta ,2018,5,positive
1021,"PRODUTO NÃO VEIO CONFORME ESTAVA NO SITE .
MOSTRAVA CALENDÁRIO SITE MAS QUANDO RECEBI VEIO SEM E ESTA DIFÍCIL PARA FAZER A TROCA E ESTORNO DO PRODUTO",2017,1,negative
1024,"Produto bom. Entrega antes do prazo
",2017,5,positive
1025,Bom,2017,4,positive
1026,gostei muito,2017,5,positive
1029,"Comprei dois produtos, sendo que um deles não chegou. Um cabo adaptador de áudio.",2018,1,negative
1031,"Gostei muito,chegou tudo certinho até antes do prazo de entrega.",2017,5,positive
1036,Produto entregue dentro do prazo .,2018,5,positive
1037,"Fornecedor targaryen me mandou um massageador completamente diferente do que comprei, de preço inferior e cheio de avaliações negativas. Ninguém erra mandando um superior né, curioso..Ou seja, n recomendo",2016,1,negative
1039,"Recebi o produto no prazo, tudo ok",2018,5,positive
1043,"Muito ruim, não veio um produto e o outro veio errado.. ",2018,1,negative
1044,"ABRI PROTOCOLO PARA DEVOLUÇÃO, PRODUTO DE BAIXA QUALIDADE DEU PROBLEMA NO PRIMEIRO DIA DE USO.

lannister VIROU UM MERCADO LIVRE....6 PEDIDOS 6 PROBLEMAS ",2018,1,negative
1045,Entrega no prazo e como descrito no site,2018,5,positive
1047,A lannister sempre se superandoo,2017,5,positive
1049,Fui surpreendido pela eficácia. Ótimo atentimento.,2018,5,positive
1051,"otimo atendimento, tudo certo, entregue dentro do prazo.",2017,5,positive
1053,"Obrigada pela qualidade do produto, e pela entrega tbm que era previsto para 10/08 e chegou dia 22/07. Adorei. Parabéns.",2018,5,positive
1055,A mercadoria não foi entregue ainda..,2018,1,negative
1060,Ainda não utilizei o produto,2018,4,positive
1061,"Recebi a encomenda de forma normal e dentro do prazo, contudo, recebi de primeira uma data de entrega estimada e que posterior, a data foi aumentando. Não gostei dessa atitude. Demorou 2 semanas.",2017,2,negative
1066,Eu pedi q cancelacem antes da nf ser emitida pq eu havia ganhado de presente um igual... não cancelaram... mandaram assim msm... eu pedi quando a nf ainda não tinha sido emitida,2018,1,negative
1067,"Muito linda deu um charme na minha sala.
",2018,5,positive
1071,Ótimo atendimento e entrega antes do prazo.,2018,5,positive
1077,"Não recebi o produto completo, comprei quantidade 02 e recebi somente 01. e consta na nota da entrega tem quantidade 02 e com volume 01.
Quero receber a outra sem custo nenhum. Pois o erro não foi me",2018,3,neutral
1080,Recomendo.,2018,4,positive
1082,"As bolsas são lindas por fora, a cor é bem próxima da foto, mas por dentro não tem o forro da descrição e o acabamento deixou um pouco a desejar, no mais a entrega foi super rápida ",2017,3,neutral
1083,"preciso urgente desta mercadoria, o prazo maximo era até o dia 3 e até agora não chegou",2018,1,negative
1084,Otimo material bem resistente espaçosa 👏👏👏 gostei!,2017,4,positive
1087,Ótimo serviço,2017,5,positive
1090,Prestação de serviços de alta qualidade ,2018,5,positive
1091,O produto é de muita baixa qualidade,2017,2,negative
1093,"Produto entregue bem embalado ,em perfeitas condições. ",2018,5,positive
1094,Demorou mas entregou!,2017,2,negative
1096,"A compra efetuada foram dois ursos que rezam, um rosa e um azul, recebi somente um dos produtos que adquiri, o rosa, estou aguardando retorno do vendedor, sobre o que ocorreu e se vou receber o outro",2018,3,neutral
1098,"Produto com defeito apresenta risco por não ser confiável, já eviei e-mail e efetuei ligações e sem retorno.",2017,1,negative
1099,"De modo geral, é satisfatório por ser gravação em laser. Mas justamente por ser a laser, deixa a desejar quanto a centralização do pingente com a marca, bem como da qualidade da gravação.",2018,3,neutral
1100,"Chegou antes da data prevista , eu recomendaria para meus amigos a loja stark está de parabéns .",2018,5,positive
1101,Tapete lindo.Chegou muito antes do prazo.,2017,5,positive
1102,Gostei muito,2018,4,positive
1105,Poderia ter agilizado com a entrega! Porém recebi o produto em ótimas condições!,2018,4,positive
1108,"Protudo chegou em ótimo estado de conservação, e antes do prazo!",2018,5,positive
1109,Produto de excelente qualidade e a entrega foi feita antes do prazo previsto. Muito satisfeita. ,2017,5,positive
1110,"O produto é muito lindo e está com preço excelente! A entrega foi super rápida, ocorrendo muito antes do prazo! 
Recomendo! O quarto ficou irado!!!!",2018,5,positive
1113,"O produto veio sem nota fiscal, tive que solicitar pelo telefone.",2017,3,neutral
1115,O produto não é bom.,2018,3,neutral
1117,Muito satisfeito eu recomendo,2018,5,positive
1120,Podem comprar sem medo,2017,5,positive
1123,"gosto de comprar nessa loja porque agente ñ precisa avisar da entrega
",2017,4,positive
